classification,system:index,Landcover_Class,B2,B3,B4,B5,B6,B7,B1
17,10842_0,2,480,668,752,1557,2047,1591,395
17,10844_0,17,802,1184,1519,2172,3213,2964,656
11,10846_0,11,193,383,397,1587,1506,921,128
8,10851_0,2,70,178,130,1736,485,204,44
11,10858_0,11,175,378,378,1627,1633,924,101
12,10867_0,12,569,913,1000,2864,2896,1773,439
17,10874_0,17,289,573,289,3536,1563,723,288
0,10875_0,0,421,527,324,60,27,17,361
0,10887_0,0,409,411,159,43,21,13,375
11,10888_0,9,172,261,272,724,891,559,108
0,10891_0,0,200,189,158,162,98,85,179
0,10895_0,0,241,182,88,54,34,21,246
17,10902_0,19,309,451,540,1115,1615,1010,254
8,10903_0,9,297,406,297,2983,1384,594,274
3,10910_0,0,295,412,359,1486,1088,614,283
12,10912_0,12,695,1071,1333,2725,4454,2988,518
11,10914_0,9,214,383,418,1392,1517,969,133
17,10920_0,17,389,580,730,1030,1591,1360,311
17,10940_0,17,510,715,956,1690,3710,3434,428
0,10944_0,0,496,690,519,94,29,16,392
9,10948_0,9,161,286,192,1886,955,435,126
12,10961_0,12,360,743,751,2750,2634,1508,237
17,10968_0,17,426,661,656,2084,1901,1418,377
9,10970_0,9,180,383,316,2052,1537,820,129
9,10978_0,9,84,200,183,1136,847,484,40
12,10979_0,12,554,919,991,3332,3157,1852,393
8,10980_0,8,85,277,180,2803,616,246,32
8,10982_0,8,88,139,95,984,389,182,80
0,10986_0,0,274,332,214,85,32,16,261
17,10987_0,17,281,475,436,2129,1409,806,245
9,10990_0,9,109,286,294,1579,1037,581,34
4,11003_0,3,614,831,885,1677,1580,1240,529
12,11014_0,11,475,769,1057,2094,2986,2326,344
0,11015_0,0,437,337,115,44,31,13,369
11,11021_0,11,335,518,577,1706,2275,1482,262
17,11025_0,12,422,599,532,1589,1620,1057,383
4,11027_0,4,345,537,576,1300,1132,870,270
3,11028_0,17,363,580,562,1577,1345,942,311
9,11033_0,8,162,287,215,2522,1014,421,127
4,11036_0,3,598,852,1004,1890,1686,1309,502
17,11045_0,17,183,402,280,3388,1342,545,154
8,11048_0,11,174,281,248,1792,1025,517,169
0,11051_0,0,236,199,74,45,36,25,219
17,11056_0,11,275,457,389,2327,1587,873,233
12,11069_0,12,473,699,657,2087,2576,1743,420
0,11091_0,0,265,226,98,36,20,13,276
17,11100_0,17,471,563,651,1053,2058,1918,440
9,11115_0,11,132,212,176,928,652,351,98
11,11116_0,11,258,461,456,1794,1848,1028,189
4,11121_0,4,694,993,1061,1923,1620,1053,441
0,11127_0,0,3749,3729,3640,3013,607,253,3415
11,11129_0,11,324,507,472,1820,2122,1216,257
17,11134_0,17,333,603,445,3249,1769,911,299
8,11141_0,8,90,210,150,2507,843,346,41
2,11146_0,2,206,426,442,1765,928,554,157
8,11151_0,8,66,167,114,2052,486,179,36
12,11154_0,12,386,686,581,2652,2576,1476,327
12,11159_0,17,631,835,823,2273,2676,1778,583
11,11165_0,11,155,362,402,1658,1551,864,80
12,11168_0,12,353,655,619,2759,2602,1548,271
17,11170_0,11,363,462,457,1413,1602,1003,324
4,11172_0,3,638,879,1004,1934,1778,1425,572
12,11177_0,12,248,485,364,2238,1540,834,199
17,11182_0,17,243,407,292,2437,1357,622,223
4,11183_0,3,742,1139,1241,2118,1846,1487,588
9,11189_0,9,233,272,260,1055,885,508,216
0,11193_0,0,367,432,235,50,25,10,291
12,11194_0,17,362,543,438,2470,1878,1158,345
9,11195_0,12,195,287,267,1703,1053,580,134
5,11202_0,5,1218,1782,1916,2284,1915,1450,1116
12,11208_0,17,319,451,341,2544,1673,924,329
17,11211_0,17,534,737,845,1909,2471,2115,475
9,11213_0,9,129,248,204,1211,847,452,85
17,11218_0,17,320,454,434,1643,1728,1147,292
8,11219_0,11,66,158,156,631,748,468,1
0,11227_0,0,607,748,588,105,18,10,519
12,11228_0,12,344,595,578,2048,2330,1517,265
8,11236_0,8,84,193,114,1555,580,238,37
0,11241_0,0,201,140,75,40,27,21,230
11,11244_0,9,182,306,336,959,1140,705,122
0,11246_0,0,419,571,416,94,29,15,355
12,11249_0,17,781,1121,1365,2862,3284,2582,658
12,11255_0,3,476,725,645,2230,2039,1328,440
17,11258_0,17,565,821,982,1706,2289,1984,511
11,11265_0,11,333,589,604,1967,2496,1602,228
0,11267_0,0,200,142,76,46,29,18,218
0,11272_0,0,500,656,534,117,34,23,384
9,11276_0,9,97,104,83,320,241,153,90
12,11278_0,11,494,830,993,2313,3281,2192,382
8,11279_0,8,-3,61,30,518,118,53,-36
17,11286_0,17,706,706,708,769,1290,1264,726
0,11288_0,0,362,260,113,44,21,11,384
12,11290_0,12,895,1456,1790,3309,4103,2645,619
17,11291_0,17,330,539,309,5076,1782,792,329
4,11293_0,4,492,753,677,2820,1462,952,385
12,11298_0,12,366,692,620,2559,2376,1446,296
0,11300_0,0,525,491,196,54,27,11,449
9,11301_0,8,102,176,127,916,550,270,84
11,11315_0,12,392,539,510,1738,2088,1298,344
17,11317_0,17,362,476,563,844,1379,1114,319
12,11323_0,12,381,653,646,2104,2548,1670,287
11,11327_0,12,448,625,570,2458,2272,1282,405
12,11332_0,12,291,614,509,2658,2409,1392,205
3,11341_0,3,678,820,819,2104,1672,1204,607
19,11346_0,19,466,532,573,1306,1700,1178,418
11,11356_0,11,327,589,656,1685,2033,1354,232
0,11366_0,0,248,181,92,55,35,24,265
11,11367_0,11,142,227,246,849,1067,692,73
9,11375_0,8,78,157,165,525,589,377,22
17,11391_0,17,453,560,680,1172,1800,1453,407
17,11394_0,17,239,451,355,2255,1488,751,222
0,11402_0,0,596,805,788,203,25,16,495
8,11406_0,8,48,132,107,1476,476,197,0
9,11411_0,7,279,412,302,3378,1525,651,268
12,11415_0,12,497,910,887,2554,2418,1524,392
17,11416_0,17,439,609,801,2151,2498,1556,391
17,11425_0,17,527,779,973,1402,2353,2173,424
2,11426_0,17,295,464,369,2572,1053,586,287
12,11427_0,11,289,529,306,2399,1618,899,264
17,11428_0,17,351,685,433,3967,1866,1021,311
12,11435_0,12,604,895,1060,2211,2657,1903,473
12,11439_0,12,775,1254,1619,3083,4053,2874,568
17,11441_0,17,495,613,732,1198,2224,1839,421
4,11447_0,2,479,709,725,1530,1250,937,418
17,11457_0,17,344,573,489,2234,1665,1008,322
0,11459_0,19,325,424,336,275,179,144,274
8,11460_0,11,98,224,149,2430,633,235,54
0,11461_0,0,583,731,573,102,29,10,486
12,11467_0,12,510,789,722,2375,2740,1709,432
17,11469_0,17,306,539,507,2397,1770,1025,287
11,11473_0,12,436,679,562,2744,2646,1539,378
8,11483_0,8,53,172,131,1821,525,211,13
17,11484_0,17,288,451,564,1582,1619,1182,218
12,11485_0,3,219,349,314,699,570,461,202
4,11496_0,19,486,660,665,1158,1223,804,428
11,11500_0,11,387,622,696,2081,2818,1838,310
17,11501_0,17,1138,1651,2088,2845,3352,3110,934
3,11507_0,3,442,662,589,1976,1163,788,315
9,11515_0,8,110,216,162,1520,673,324,65
17,11516_0,17,397,666,683,2196,2036,1475,310
17,11518_0,17,435,670,595,2432,2137,1415,357
4,11521_0,4,468,755,855,1682,1446,1233,317
12,11526_0,12,468,659,618,2041,2536,1561,410
0,11528_0,9,201,223,131,146,103,51,174
12,11533_0,2,266,547,420,2753,2078,1185,211
12,11535_0,12,498,956,1012,3308,3281,1875,333
0,11536_0,0,643,810,743,195,19,16,546
12,11540_0,12,551,1075,1250,2865,3698,2305,381
17,11544_0,4,781,1170,1354,2261,2387,1990,576
3,11551_0,3,319,515,525,2042,1140,737,223
12,11561_0,11,387,716,701,2463,2832,1695,275
11,11566_0,11,263,377,362,1399,1381,832,196
12,11569_0,12,489,833,881,2881,3104,1901,363
17,11570_0,19,677,864,997,1785,2861,2073,592
4,11583_0,4,667,877,872,1820,1464,1081,610
11,11585_0,12,498,702,765,2386,2642,1668,439
5,11596_0,2,704,1085,1299,1815,1722,1454,541
8,11604_0,8,60,258,253,2576,899,405,3
17,11615_0,17,255,325,384,672,1527,1373,225
9,11619_0,9,81,192,147,1223,573,282,36
9,11622_0,2,243,366,336,1524,1042,699,202
12,11626_0,12,455,737,732,2330,2844,1744,373
11,11630_0,12,405,671,817,1902,2669,1762,274
17,11631_0,17,343,523,571,1659,1775,1099,288
2,11635_0,3,189,429,353,2010,1236,714,104
0,11650_0,0,239,163,84,49,31,21,262
0,11658_0,0,289,181,101,54,31,24,344
5,11661_0,5,882,1085,1190,1444,1385,1158,768
12,11662_0,2,165,589,298,4834,1864,861,61
0,11663_0,0,243,189,83,52,39,25,245
17,11665_0,3,429,591,564,2022,1786,1182,383
2,11670_0,11,225,358,299,1891,1064,509,157
12,11674_0,12,461,690,657,2094,2582,1730,413
17,11675_0,17,638,936,1059,2034,2150,1709,556
9,11680_0,18,222,371,354,1598,1308,723,165
0,11685_0,0,479,496,226,48,28,15,428
8,11690_0,8,14,44,36,177,170,93,-6
4,11691_0,4,588,796,863,1672,1375,1045,470
12,11693_0,12,356,653,589,2234,2186,1259,267
17,11694_0,11,328,606,345,3643,1750,887,292
17,11699_0,17,474,721,934,1720,2408,2093,350
17,11703_0,17,469,592,641,1824,1857,1291,416
9,11704_0,18,130,252,227,1471,941,473,73
8,11710_0,8,75,186,112,1900,510,207,47
17,11711_0,17,267,598,412,2719,1553,827,197
17,11717_0,17,316,692,487,2464,1718,1018,245
0,11718_0,0,517,508,182,56,26,19,417
11,11720_0,11,430,689,619,2498,2789,1628,378
17,11721_0,11,392,528,543,1930,1773,1115,325
9,11728_0,8,156,297,256,2144,1097,523,98
0,11732_0,0,430,531,327,60,24,13,325
17,11735_0,17,463,614,783,1321,1974,1669,393
0,11742_0,0,270,187,84,48,30,19,285
17,11743_0,17,331,607,402,2616,1480,777,309
11,11746_0,11,323,439,428,1797,1730,1032,262
4,11749_0,5,870,1024,1070,1532,1420,1171,751
12,11752_0,12,500,803,965,2216,2564,1671,358
0,11758_0,0,186,142,70,43,29,18,205
12,11761_0,12,453,670,730,1621,2801,2103,365
12,11765_0,11,274,532,432,1818,1633,1001,228
8,11766_0,8,72,156,103,1387,403,155,40
17,11776_0,17,328,552,463,2729,1731,965,265
17,11781_0,3,898,984,1037,2035,2126,1674,765
12,11786_0,12,410,725,488,3531,2813,1515,373
12,11793_0,12,466,721,600,2252,2361,1446,427
17,11803_0,17,261,471,433,1821,1419,815,213
17,11812_0,17,490,747,943,1539,2224,1883,417
9,11816_0,11,138,199,178,556,488,278,101
9,11825_0,9,94,248,211,2006,1083,514,38
0,11830_0,0,245,229,105,47,35,26,232
11,11836_0,12,202,517,325,3175,1925,935,147
12,11837_0,17,425,805,555,4098,2449,1236,376
0,11848_0,0,273,174,92,49,33,23,327
11,11849_0,12,386,633,685,2021,2652,1684,288
8,11853_0,8,167,223,119,1473,519,212,160
11,11859_0,12,264,459,408,1458,1639,1069,209
8,11865_0,8,62,177,107,1666,669,280,30
4,11872_0,5,907,1190,1297,1782,1753,1441,778
4,11878_0,3,978,1319,1393,2983,2488,1925,861
4,11880_0,4,529,684,662,1436,1157,869,496
17,11890_0,2,327,517,561,1683,1567,1030,234
12,11892_0,12,475,766,751,2768,2857,1735,388
0,11894_0,0,570,645,326,50,15,14,467
17,11900_0,17,387,540,719,1091,1471,1235,310
8,11903_0,8,61,153,99,1474,400,162,40
3,11906_0,3,290,507,502,1844,1256,794,222
4,11909_0,4,857,838,699,1478,1280,1066,681
12,11920_0,12,398,669,601,2119,1927,1162,327
11,11921_0,11,306,614,694,2483,2339,1274,186
5,11928_0,5,1770,2078,2150,2468,2448,2096,1453
0,11930_0,0,281,174,90,50,27,22,334
0,11944_0,0,281,184,101,45,33,21,315
17,11946_0,17,420,503,468,1164,1574,1219,395
11,11947_0,11,56,162,164,683,544,343,-8
11,11964_0,12,308,519,558,1442,1870,1166,194
0,11967_0,0,621,782,672,135,18,13,521
17,11968_0,17,433,507,510,950,1408,1361,409
17,11971_0,17,565,946,935,2202,2332,1748,474
17,11972_0,17,522,636,760,1224,2363,2326,483
12,11977_0,12,652,1039,1150,2755,3595,2395,508
11,11986_0,11,358,487,469,1674,1860,1115,335
11,11988_0,11,259,408,475,1186,1880,1322,162
17,11995_0,12,493,786,921,1798,2155,1507,392
17,12000_0,17,479,696,675,2481,1870,1167,423
19,12001_0,19,356,433,496,1029,1364,887,341
17,12002_0,17,343,533,462,2567,1445,880,317
17,12003_0,17,261,388,348,2091,1333,666,228
11,12017_0,11,331,553,646,2048,2361,1529,242
12,12024_0,12,417,795,557,3534,2335,1216,389
19,12029_0,19,332,387,493,1119,1363,925,304
3,12030_0,17,542,795,900,1598,1678,1272,432
9,12037_0,9,129,295,283,1722,1131,601,65
9,12038_0,9,41,100,64,622,325,145,18
17,12039_0,2,571,788,918,1625,2124,1845,494
12,12042_0,12,798,1269,1668,2929,3872,2630,580
11,12046_0,9,365,559,585,1956,2244,1307,285
19,12048_0,19,404,481,530,1306,1487,1062,373
0,12050_0,0,274,181,99,50,38,26,311
0,12051_0,0,466,630,438,75,26,12,364
12,12055_0,11,361,607,567,2050,2555,1651,265
8,12063_0,8,57,136,78,906,369,151,28
0,12064_0,0,294,871,629,196,34,28,279
0,12076_0,0,297,313,168,58,47,35,274
0,12078_0,0,529,671,464,73,17,12,428
12,12080_0,12,262,542,404,1987,1739,1039,203
0,12093_0,0,496,572,319,59,26,16,405
11,12095_0,11,257,437,473,1629,1775,1111,185
4,12101_0,4,711,924,987,1638,1660,1440,624
9,12113_0,9,166,248,229,898,890,559,102
9,12118_0,8,75,265,246,1635,1078,549,1
4,12124_0,4,498,612,618,1168,985,755,471
2,12127_0,9,195,337,330,1726,988,542,88
0,12128_0,0,618,834,706,126,19,12,471
17,12131_0,17,271,511,310,3018,1490,749,255
11,12132_0,11,295,473,344,1587,1226,734,257
9,12136_0,9,43,115,99,516,478,280,-14
4,12145_0,3,923,1254,1407,1808,2489,2119,767
12,12146_0,12,271,625,431,3207,2142,1182,218
11,12150_0,3,284,427,342,1546,1267,749,222
11,12159_0,12,403,766,844,2239,2895,1701,236
17,12163_0,2,275,617,481,2532,1539,948,182
8,12173_0,8,67,151,98,1402,273,109,30
0,12174_0,0,135,120,63,47,28,13,122
17,12175_0,17,430,624,760,1037,1540,1442,349
12,12177_0,12,511,864,858,3182,2845,1685,392
17,12180_0,3,303,509,580,1382,1243,996,216
12,12181_0,12,706,1056,1215,2445,3327,2207,527
4,12189_0,0,388,703,617,1560,1234,877,331
12,12199_0,12,482,807,911,2279,3375,2169,314
17,12205_0,2,399,682,512,3486,2010,1159,375
11,12206_0,9,270,482,442,1788,1995,1423,203
3,12210_0,4,500,712,759,1725,1567,1160,374
9,12212_0,9,224,405,383,1726,1337,804,161
0,12215_0,0,268,171,83,44,29,30,279
9,12220_0,9,64,139,129,698,454,258,17
12,12225_0,11,503,794,843,2845,3172,1744,399
4,12226_0,4,676,987,1232,1853,1815,1601,570
11,12230_0,9,254,402,352,2279,1510,813,201
4,12233_0,4,590,964,1129,2016,1489,1246,393
11,12235_0,18,380,592,618,1680,2041,1433,358
17,12241_0,2,227,408,340,1955,1514,820,195
0,12244_0,0,492,625,378,64,16,10,405
12,12246_0,17,806,1305,1612,2663,3364,2807,642
4,12253_0,4,490,728,726,1583,1199,981,384
11,12257_0,17,415,636,604,2602,2311,1391,338
8,12258_0,8,80,193,116,2816,656,238,47
11,12259_0,9,347,558,620,1915,1981,1153,247
12,12261_0,11,505,875,1047,2552,3238,1980,331
12,12269_0,2,564,836,911,1966,2512,1773,457
17,12270_0,3,363,524,546,695,1168,872,311
17,12273_0,17,444,644,786,1410,2071,1727,401
11,12276_0,11,276,476,534,1640,2061,1334,192
8,12280_0,8,25,110,65,1142,267,106,-16
17,12289_0,17,490,802,928,2290,2416,1729,387
12,12296_0,12,333,737,352,4651,1942,927,337
0,12299_0,0,239,167,71,32,22,11,235
0,12300_0,0,566,690,439,70,19,7,486
8,12301_0,8,50,166,140,1830,706,287,15
0,12308_0,0,284,333,149,80,65,48,253
12,12315_0,17,393,684,488,3116,2076,1129,352
0,12316_0,0,272,347,149,68,41,24,199
17,12319_0,17,375,638,640,2723,1905,1209,323
9,12323_0,7,173,280,215,1714,958,483,141
17,12325_0,17,288,673,343,3875,1653,773,248
12,12334_0,12,393,766,603,3044,2442,1349,313
4,12336_0,4,593,957,963,1853,1660,1293,446
12,12337_0,12,321,639,502,2892,2297,1320,257
0,12340_0,0,223,168,92,51,36,28,246
12,12341_0,2,514,768,793,2227,2648,1585,437
4,12344_0,5,649,813,922,1127,1532,1380,565
12,12347_0,12,354,735,708,2419,2668,1595,225
4,12357_0,4,557,786,925,1607,1422,1112,500
17,12359_0,17,400,727,732,2062,1939,1378,300
11,12360_0,9,188,316,324,960,1157,758,120
4,12368_0,3,586,750,768,1660,1501,1180,527
11,12378_0,11,412,588,520,2268,1897,1054,337
4,12379_0,3,436,674,703,1712,1240,915,344
17,12385_0,2,289,566,365,4350,1886,847,252
17,12387_0,12,410,609,622,1799,2042,1365,365
9,12392_0,9,121,249,230,1210,772,423,48
17,12393_0,17,286,530,428,1989,1446,911,255
0,12397_0,0,507,594,403,99,36,23,434
0,12398_0,0,224,193,78,36,30,18,235
17,12401_0,17,387,537,675,1099,2439,2326,328
11,12403_0,11,179,388,435,1620,1840,1117,105
11,12406_0,12,501,720,689,2281,3100,1882,433
9,12411_0,9,92,219,234,1046,847,471,39
12,12416_0,12,670,1219,1316,3707,3603,2107,434
12,12420_0,11,430,743,679,2978,2597,1549,337
9,12422_0,8,211,417,416,2159,1540,853,144
11,12424_0,11,376,665,798,2395,3167,2023,252
8,12432_0,8,126,226,141,1958,763,335,83
9,12435_0,9,45,134,128,764,531,305,-11
11,12442_0,17,313,506,508,1581,1693,1186,250
8,12445_0,2,133,299,246,2305,855,376,77
19,12446_0,19,437,604,879,1773,2369,1450,355
17,12448_0,17,792,1094,1276,2143,2898,2511,688
17,12450_0,17,477,674,720,1988,1880,1329,403
11,12455_0,11,287,443,496,1262,2087,1483,218
17,12465_0,17,376,503,627,961,1936,1762,318
17,12467_0,17,316,521,571,2066,1784,1137,261
17,12470_0,2,275,510,300,3205,1577,750,248
12,12476_0,11,740,1201,1419,2715,3443,2294,517
17,12477_0,3,770,1086,1089,2717,2102,1344,693
4,12481_0,4,466,844,947,1872,1293,1049,309
4,12482_0,4,561,842,898,1509,1312,1117,426
17,12483_0,17,374,713,716,2209,1785,1253,292
12,12489_0,12,429,864,481,4391,2679,1365,388
17,12492_0,0,212,560,318,2893,1036,451,146
9,12497_0,9,199,398,366,1805,1489,882,150
0,12498_0,0,329,386,267,113,56,37,296
11,12502_0,11,423,609,797,1695,2424,1721,282
0,12503_0,0,301,191,107,57,41,28,329
17,12506_0,17,389,679,607,2683,1927,1255,330
4,12509_0,4,332,320,283,669,478,366,345
9,12513_0,12,231,453,369,2215,1619,949,190
17,12517_0,11,288,433,388,1933,1526,907,236
17,12520_0,17,605,1010,1207,2418,2718,2348,466
3,12521_0,3,357,548,580,1740,1185,841,249
0,12530_0,0,228,174,90,56,37,25,233
12,12532_0,6,376,782,489,4515,2516,1244,343
12,12541_0,12,551,1049,1180,3162,3382,1881,351
17,12546_0,17,354,599,518,2736,1837,1027,338
17,12547_0,17,619,877,1047,1967,2314,1916,542
8,12548_0,9,158,276,219,1778,957,458,114
12,12551_0,12,575,937,882,2939,2861,1592,459
12,12553_0,17,577,893,938,3240,3185,2057,497
0,12556_0,0,221,157,68,42,27,15,222
11,12562_0,11,200,498,586,1359,1577,1066,134
11,12563_0,12,352,714,866,1854,2129,1281,204
11,12565_0,8,250,441,356,3185,1753,858,191
4,12570_0,4,381,634,627,2034,1023,654,274
17,12571_0,17,406,468,527,863,2028,2126,390
4,12576_0,4,653,910,1007,1720,1492,1184,514
4,12582_0,3,714,807,809,1398,1281,1067,612
8,12587_0,8,113,216,151,2200,557,226,72
12,12600_0,3,192,555,360,2648,1621,1006,123
11,12603_0,9,100,214,224,1038,1024,548,47
19,12605_0,19,360,427,531,1152,1777,1287,322
0,12608_0,0,483,628,417,63,17,4,381
17,12611_0,17,463,526,606,884,1489,1409,437
17,12620_0,4,1101,1375,1619,2151,3499,3156,905
8,12633_0,9,17,85,73,721,256,123,-20
9,12639_0,9,135,224,208,960,655,376,82
12,12641_0,12,393,643,463,2476,1879,1096,361
11,12647_0,19,271,387,354,1709,1382,779,253
19,12648_0,19,313,368,415,921,1085,739,309
0,12655_0,0,282,183,101,50,29,21,339
8,12660_0,9,154,328,261,2556,1103,475,104
12,12665_0,17,398,620,597,2437,2452,1500,354
9,12666_0,9,132,248,188,1406,852,408,100
17,12667_0,17,367,488,576,831,1370,1192,305
17,12673_0,2,261,491,632,1195,1606,1407,149
9,12674_0,3,105,267,210,1730,918,473,60
9,12682_0,11,201,283,249,1226,988,556,143
8,12684_0,9,164,396,294,3235,1662,770,108
19,12686_0,19,403,553,557,626,864,559,321
17,12688_0,12,648,882,1094,2159,2899,2240,492
0,12691_0,0,505,566,288,69,29,16,435
17,12693_0,9,281,483,523,2012,1642,1027,209
8,12696_0,8,148,157,119,776,322,139,146
5,12698_0,17,1874,1982,2334,2919,3097,2425,1548
12,12701_0,17,552,850,1021,2353,2738,2083,468
9,12705_0,11,143,256,247,927,693,426,90
3,12718_0,3,280,437,467,1629,1055,746,228
17,12723_0,17,289,467,378,2222,1501,791,258
4,12728_0,4,680,964,1082,1907,1359,954,618
2,12735_0,3,238,406,360,1469,892,592,188
8,12746_0,9,-3,39,23,205,116,60,-31
4,12748_0,3,596,707,679,1176,951,678,559
9,12749_0,9,167,278,266,1677,980,481,95
8,12758_0,12,-41,22,30,283,157,83,-72
3,12764_0,4,382,527,538,1319,926,683,332
4,12773_0,3,430,645,740,1765,1315,906,338
17,12776_0,2,286,582,365,2310,975,507,229
12,12782_0,12,392,674,437,3288,2219,1164,344
0,12784_0,0,486,505,227,54,25,13,427
12,12793_0,12,471,789,601,2999,2680,1489,427
12,12800_0,12,500,777,604,2764,2338,1396,439
12,12806_0,2,458,749,501,4367,2438,1253,425
17,12807_0,17,327,544,535,2050,1688,978,254
12,12811_0,11,434,736,518,2801,2230,1297,394
3,12813_0,4,476,640,681,1462,1357,1053,388
8,12814_0,8,84,165,119,1260,522,247,46
9,12815_0,9,119,282,278,1635,1243,662,31
9,12821_0,8,87,108,75,695,265,103,53
17,12822_0,17,671,1008,1123,1932,2567,2099,526
3,12824_0,4,114,343,374,1107,671,499,-49
9,12828_0,11,306,630,724,2565,2070,1154,193
12,12829_0,12,573,870,811,2737,3007,1903,497
17,12830_0,17,414,614,824,1242,1975,1749,337
2,12831_0,2,133,261,204,2089,738,380,93
12,12833_0,12,292,702,573,2960,2318,1276,196
12,12836_0,12,527,854,949,2346,3243,2187,383
12,12840_0,17,342,618,496,2273,1670,988,301
12,12845_0,2,606,761,1047,2178,2974,2060,543
12,12846_0,12,385,727,595,2858,2833,1646,303
0,12853_0,0,293,278,117,66,50,38,262
17,12857_0,11,306,475,388,3007,1814,851,275
2,12859_0,2,236,386,324,2034,1031,603,164
4,12861_0,4,536,887,1041,1595,1482,1276,395
3,12864_0,3,283,424,463,1372,1019,633,211
2,12865_0,2,354,418,396,1546,952,579,332
8,12877_0,8,54,168,123,1921,530,208,4
17,12882_0,17,771,1090,1223,2476,2775,2066,655
8,12886_0,8,127,286,186,3002,768,293,75
17,12903_0,17,425,486,549,940,1571,1522,392
0,12913_0,0,256,338,150,66,34,19,193
9,12914_0,12,-83,152,86,1995,942,473,-186
12,12915_0,12,589,887,872,2511,3273,2090,498
11,12918_0,17,274,474,494,1816,1887,1301,203
0,12929_0,0,521,605,353,57,22,15,442
3,12931_0,2,497,758,840,2076,1788,1272,427
17,12932_0,17,321,458,605,996,2202,2042,253
11,12933_0,11,185,331,266,1570,1231,701,149
0,12936_0,0,229,218,86,44,27,13,241
9,12938_0,9,88,228,219,1538,948,488,16
4,12951_0,3,629,749,764,1699,1402,1045,486
0,12955_0,0,273,176,98,46,34,24,312
17,12963_0,17,963,1367,1683,2489,3255,3029,801
9,12964_0,11,54,179,180,817,481,279,20
12,12966_0,9,403,602,579,2243,2012,1094,333
0,12969_0,0,561,636,319,63,36,16,444
11,12973_0,12,300,530,426,1684,1687,1078,259
11,12993_0,11,66,152,182,631,609,401,17
4,12999_0,3,428,715,689,2130,1446,951,301
8,13005_0,8,87,206,134,2061,577,223,39
12,13032_0,3,386,697,607,2769,2215,1388,314
11,13038_0,11,331,476,554,1340,1652,1090,257
12,13049_0,12,637,1117,1309,3108,3725,2339,449
9,13050_0,8,78,189,173,1269,966,501,3
12,13054_0,12,372,842,738,3330,2250,1373,276
12,13057_0,12,646,1048,1152,2786,3093,1916,454
9,13064_0,9,136,261,237,1328,1033,574,68
4,13065_0,4,620,796,849,1413,1378,1155,566
12,13066_0,11,463,767,648,2623,2483,1418,416
4,13073_0,3,391,821,878,1828,1476,1165,237
0,13080_0,0,318,345,178,71,62,47,289
0,13087_0,0,294,186,97,49,33,24,332
12,13092_0,12,417,655,517,2358,2187,1342,377
11,13102_0,11,304,429,450,978,1105,765,251
3,13103_0,17,468,673,658,2043,1647,1242,418
0,13111_0,0,566,679,440,93,36,22,489
11,13112_0,8,343,564,528,2528,2247,1201,255
8,13116_0,8,136,244,153,2292,798,334,105
8,13119_0,2,67,222,144,2078,632,236,23
19,13120_0,17,386,482,485,1192,1058,621,352
12,13135_0,12,293,672,485,3503,1998,1171,219
2,13137_0,12,280,355,289,1125,881,510,260
12,13143_0,12,437,865,753,3410,2533,1425,347
12,13147_0,12,437,772,760,3126,2789,1492,322
12,13151_0,12,421,813,865,2461,2217,1306,255
17,13152_0,17,341,498,414,1673,1440,1032,315
11,13159_0,8,132,288,273,1567,1419,783,59
